Año;Serial;Evento;ADM1_CODE;ADM1;ADM2_CODE;ADM2;LUGAR;Fecha;Observaciones;Causa;Descripción de la Causa;Fuente;Magnitud;Número GLIDE;Otros sectores;Fichas;Muertos;Heridos;Desaparecidos;Viviendas Destruídas;Viviendas Afectadas;Damnificados;Afectados;Reubicados;Evacuados;Pérdidas $USD;Pérdidas $Local;Centros Educativos;Centros Médicos;Daños cultivos Ha
2000;2000-00015;STORM;4;Chinandega;409;Chinandega;Ciudad de Chinandega;2000/4/17;Tempestad en Chinandega deja destrucción en los cables eléctricos y telefónicos, se interrumpió la energía electrica y quedó incomunicado via teléfónico, inundó calles. La fuente no revela No. de afectados.;ATMOSPHCONDITION;Fuertes vientos y lluvia repentina en Chinandega.;La Prensa 2000-04-18 P.5A;;;;1;;;;;;;;;;;;;;
2000;2000-00016;STRONGWIND;7;Masaya;704;La Concepción;Sector de El Retén.;2000/4/11;Fuertes vientos arrancaron techos a varias casas en La Concepción, derribó árboles, tendico eléctrico y teléfónico. No hay datos da las casas afectadas.;ATMOSPHCONDITION;Vientos huracanados en La Concepción Masaya.;La Prensa 2000-04-12 P.4D;;;;1;;;;;;;;;;;;;;
2000;2000-00017;ERUPTION;4;Chinandega;409;Chinandega;Volcán San Cristóbal;2000/5/17;Cuatro miembros de la Defensa Civil y diez del Ejército de Nicaragua quedaron aislados despues de una explosión acompañada de sismos y una avalancha de lodo  que bajó de la zona este del coloso.;OTHER;;La Prensa 2000-05-18 P.12A;;;;1;;;;;;;14;;;;;;;
2000;2000-00018;SPATE;6;Managua;605;Managua;Calle 35 Avenida, al sur de Linda Vista.;2000/5/11;Fuertes corrientes arrancaron 500 metros de adoquines en la 35 Avenida, al Sur de Linda Vista.;RAIN;Intensa lluvias en Managua;La Prensa 2000-05-12 P.12A;;;;1;;;;;;;;;;;;;;
2000;2000-00019;STORM;12;Chontales;1202;Juigalpa;Barrios:Santa Clara, San Antonio, Loma Linda, Nuevo Amanecer;2000/5/16;Tempestad en Juigalpa, fuertes vientos dañaron  15 casas, destruyó cables eléctricos y telefónicos, población quedó en la oscuridad por varias horas y sin comunicación telefónica. Los datos de afectados se dedujo de multiplicar por cinco las viviendas afectadas.;ATMOSPHCONDITION;Fuertes vientos, lluvia y granizo en Juigalpa.;La Prensa 2000-05-17 P.2D;;;;1;;;;;15;;75;;;;;;;
2000;2000-00020;RAIN;8;Granada;803;Granada;Antigua Estación del Ferrocarril.;2000/5/16;Los datos de damnificados se dedujo de multiplicar por cinco las dos viviendas destruidas.;ATMOSPHCONDITION;Fuertes lluvias causaron la destrucción de dos casas antigua;La Prensa 2000-05-17 P.2D;;;;1;;;;2;;10;;;;;;;;
2000;2000-00021;FIRE;6;Managua;605;Managua;Ciudad Jardín;2000/5/2;Se quemó una casa con todo los enseres domésticos.Los datos de afectados se dedujo de multiplicar por cinco la vivienda destruida.;SHORTCIRCUIT;;La Prensa 2000-05-03 P.10 B;;;;1;;;;1;;5;;;;100000;1259000;;;
2000;2000-00022;FORESTFIRE;6;Managua;603;Mateare;Mateare.;2000/5/3;Pequeño agrícultor de Mateare perdío seis manzanas de de cultivos, aguacates y cítricos.;BEHAVIOR;Quemaron basura y fuego se salió de control.;La Prensa 2000-05-04 P.5B;;;;1;;;;;;;;;;3177,12;40000;;;4,19
2000;2000-00023;TORNADO;13;Jinotega;1301;Wiwilí;Comunidad Indígena de Pankawás del territorio mískito Indian;2000/5/15;Tornado acabó con el caserío de comunidad indígena, 500 personas damnificadas. También perdieron las cosechas de granos básicos. datos reflejados por la fuente.;ATMOSPHCONDITION;;La Prensa 2000-05-16 P.7A;;;;1;;;;;;500;;;;;;;;
2000;2000-00024;SPATE;6;Managua;605;Managua;Barrio Hialeah;2000/5/17;Dos personas fallecidas por ahogamiento por las correntadas de un cauce en el barrio Hialeah. Calles de Managua destruidas por las fuertes corrientes de agua, La fuente no refleja mayores datos de afectados;OVERFLOW;Desbordamiento de cauce.;La Prensa 2000-05-17 P.1A,P.12A;;;;1;2;;;;;;;;;;;;;
2000;2000-00025;RAIN;2;Madriz;201;Somoto;Ciudad de Somoto;2000/5/21;Los datos de damnificados se dedujo de multiplicar por cinco las dos viviendas destruidas.;ATMOSPHCONDITION;Fuertes lluvias en Somoto.;La Prensa 2000-05-22 P.12D;;;;1;;;;2;;10;;;;;;;;
2000;2000-00026;SPATE;3;Estelí;302;Condega;Zona de Pire: Protrerillo, El Algodonal, Santa Teresa, Chagü;2000/5/24;En las comunidades de la zona de Pire quedaron incomunicadas 5000 personas, tres alcantarillas fueron arrastradas por las fuertes corrientes. Datos proporcionados por la fuente.;OVERFLOW;Desbordamiento de quebradas.;La Prensa 2000-05-25 P.4E;;;;1;;;;;;;50000;;;;;;;
2000;2000-00027;STORM;5;León;508;León;Comarca Lechecuagos, cerca del volcán Cerro Negro.;2000/6/2;Fuertes vientos votaron una casa en la comarca Lechecuagos, le cayó encimaa una señora de 56 años, causándole la muerte, una niña de dos años salió con heridas leves. Los datos de damnificados se dedujo de multiplicar por cinco la casa destruida.;ATMOSPHCONDITION;LLuvias intensas, fuertes vientos acompañados de tormenta en;La Prensa 2000-06-03 P.6B;;;;1;1;1;;1;;5;;;;;;;;
2000;2000-00028;DROUGHT;9;Carazo;902;Jinotepe;Municipio de Jinotepe.;2000/6/4;Agricultores de Jinotepe perdieron los cultivos de granos básicos, cayó una lluvia, pensaron que podían iniciar con la siembra de primera y luego se dasató la sequía, perdieron todo. La fuente no refleja cantidad de pérdidas.;ATMOSPHCONDITION;Estación seca prolongada.;La Prensa 2000-06-05 P.1E;;;;1;;;;;;;;;;;;;;
2000;2000-00029;FLOOD;16;RAAS;1604;El Rama;El casco urbano de la ciudad y comunidades. San Pedro Centra;2000/6/21;"Doce mil 675 casas inundadas, igual número de familias afectadas; 5550 personas evacuadas. Del casco urbano 7,434 y de la rebera de los ríos El Rama, Escondico y Mico 5,241 personas afectadas, 375  en refugios. El 50% de las cosechas pérdidas. Estos datos los refleja la fuente. Los datos de personas afectadas se obtuvo de multiplicar por cinco el número de familias afectadas.";OVERFLOW;Desbordamientos: Río Escondico subió hasta 9.12 metros, el l;La Prensa 2000-06-22 P-1E;;;;1;;;;;12675;;63375;375;5550;;;;;
2000;2000-00030;EARTHQUAKE;7;Masaya;702;Masaya;Laguna de Apoyo, Plan de la Laguna, Valle de la Laguna, Los ;2000/7/6;Un primer sismo de 5.4 escala de Richter fsu epicientro fue en la Laguana de Apoyo. Provocando caída de rocas, viviendas y dañando caminos. estos datos los reflejó la fuente. Hay otra ficha de otro sismos que afectó a la ciudad de Masaya.;FAILURE;Sismo de 5.4 en la Escala de Richter en la Laguna de Apoyo;La Prensa 2000-07-07 P.1A,P.8A,P.12.A;5.4;;;1;4;5;;;;;;;914;;;;;
2000;2000-00031;EARTHQUAKE;7;Masaya;702;Masaya;Ciudad de Masaya y comunidades: La Ceibita, Puerto Nuevo, Ce;2000/7/7;Los datos de damnificados se obtuvo de multiplicar por cinco las 573 viviendas destruidas. Los de afectados se dedujo de multiplicar por cinco las 2495 casas afec tadas y los datos de evacuados tambien se obtuvo de multiplicar por cinco las 3762 familias evacuadas. Los otros datos los reflejó la fuente.;FAILURE;Falla geológica en Masaya. Epicentro del sismo cerca del Cer;La Prensa 2000-07-08 P.1A, 07-11 P.9B;5.4 y 5.2;;;1;2;17;;573;2495;2865;12475;;18810;;;;;
2000;2000-00032;EARTHQUAKE;8;Granada;803;Granada;Ciudad de Granada y comunidades: Caña de Castilla y Tepeyac.;2000/7/8;Sismos de Masaya y Laguna de Apoyo afectaron otras ciudades como Granada. Los datos de damnificados se dedujo de multiplicar por cinco las viiendas destruidas y las personas afectadas de igual manera se dedujo de multiplicar por cinco las 150 casas afectadas.;FAILURE;Falla Geológica en Masaya y Laguna de Apoyo.;La Prensa 2000-07-09 P.9B, 07-11 P.2A;5.4 y 5.2;;;1;;;;32;150;160;750;;;;;;;
2000;2000-00033;EARTHQUAKE;9;Carazo;906;La Paz de Carazo;Casco urbano del Municipio de La Paz de Carazo y en la comar;2000/7/8;Los datos de personas afectadas se dedujo de multiplicar por cinco las 8 viviendas afectadas.;FAILURE;Se activaron dos fallas geológicas en Masaya y Laguna de Apo;La Prensa 2000-07-09 P.9B;5.4 y 5.2;;;1;;;;;8;;40;;;;;;;
2000;2000-00034;DROUGHT;3;Estelí;306;San Nicolás;Veinte comunidades del municipio de San Nicolás: Palo Blanco;2000/7/13;Veinte comunidades afectadas por la sequía, perdieron todo los cultivos , el 60% de la población padece hambre, 6000 personas afectadas. Datos refeljados por la fuente. No reporta datos de las pérdidas en los cultivos.;ATMOSPHCONDITION;Largo período sin lluvia en San Nicolás.;La Prensa 2000-07-14 P.5A;;;;1;;;;;;;6000;;;;;;;
2000;2000-00035;DROUGHT;4;Chinandega;409;Chinandega;Municipio de Chinandega;2000/7/18;630 productores y 2580 campesinos de las comunidades rurales afectados por la sequía, 3260 manzanas de cultivos de granos básicos pérdidos. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Estación seca prolongada.;La Prensa 2000-07-19 P.6B;;;;1;;;;;;;3210;;;;;;;2753,65
2000;2000-00036;FIRE;10;Rivas;1008;Rivas;Ciudad de Rivas;2000/7/2;Los datos de afectados se dedujo de multiplicar por cinco la vivienda afectada.;BEHAVIOR;Un menor de edad jugando con fósforos pegó fuego en una cama;La Prensa 2000-07-03 P.8B;;;;1;;;;;1;;5;;;1573,56;20000;;;
2000;2000-00037;FIRE;6;Managua;605;Managua;Centro Comercial Linda Vista.;2000/7/7;Se quemó una tienda de zapatos Sandak en el Centro Comercial LInda VIsta. Los datos da damnificados se dedujo de multiplicar por cinco el inmueble destruido.;SHORTCIRCUIT;;La Prensa 2000-07-08 P.6B;;;;1;;;;1;;5;;;;;;;;
2000;2000-00038;FIRE;6;Managua;605;Managua;En las Inmediaciones de la Estatua Montoya.;2000/7/11;Se quemó todo el inmuebles y la mercadería. Tres bomberos con asfixia al inahalar gases tóxicos. El dato de damnificados se obtubo demultiplicar por cinco la teinda quemada.;SHORTCIRCUIT;Malas conexiones eléctricas.;La Prensa 2000-07-12 P.8B;;;;1;;3;;1;;5;;;;100000;1271000;;;
2000;2000-00039;DROUGHT;2;Madriz;205;Palacagüina;Municipio de Palacagüina;2000/8/18;En Palacagüina 14 mil habitantes afectados por la sequía, tienen problemas con la alimentación, se perdió la cosecha de granos básicos, 1800 manzanas. Estos datos los refleja la fuente.;ATMOSPHCONDITION;Largo período sin lluvia en la zona de Palacagüina.;La Prensa 2000-08-19 P.4A;;;;1;;;;;;;14000;;;;;;;1258,01
2000;2000-00040;DROUGHT;11;Boaco;1105;Teustepe;Municipio de Teustepe;2000/8/18;44 comunidades afectadas por la sequía, 10 mil manzanas de granos básicos pérdidas. Teustepe es uno de los municipios de Boaco que saca mayor producción, este año se perdió. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Estación seca prolongada en la zona de Teustepe.;La Prensa 2000-08-19 P.4A;;;;1;;;;;;;;;;;;;;6899,96
2000;2000-00041;STORM;6;Managua;605;Managua;Barrios: San Judas, Riguero Norte, La Primavera, Pedro Joaqu;2000/9/17;Fuertes lluvias destruyeron varias calles de Managua, inundó 14 viviendas, evacuaron a 23 personas. En Don Bosco y Esquipulas cayerón arbóles interumpiendo el paso vehícular, la tormenta eléctrica ocasionó apagones en la ciudad. Los datos de personas efectadas se dedujo de multiplicar por cinco las 14 viviendas inundadas.;ATMOSPHCONDITION;Torrencial aguacero con fuertes vientos y tormenta eléctrica;La Prensa 2000-09-18 P.4A;;;;1;;;;;14;;70;;23;;;;;
2000;2000-00042;DROUGHT;4;Chinandega;408;Villanueva;Municipio de Villa Nueva;2000/9/5;Se perdieron 3000 manzanas de cultivos: ajonjolí, maíz, frijóles, sorgo y trigo. También 200 anaderos están afectados por la sequía, los pastos secos, las vacas no dan leche, no tienen que comer. Datos proporcionados por la fuente.;ATMOSPHCONDITION;Estación seca prolongada en el Occidente de Nicaragua.;La Prensa 2000-09-06 P.10B;;;;1;;;;;;;200;;;;;;;2096,68
2000;2000-00043;FIRE;4;Chinandega;411;Corinto;En Corinto;2000/9/7;Los datos de damnificados se dedujo de multiplicar por cinco las 4 viviendas quemadas y los afectados de multiplicar por cinco las dos viviendasafectadas.;SHORTCIRCUIT;;La Prensa 2000-09-08 P.1A,P.8B;;;;1;;;;4;2;20;10;;;;;;;
2000;2000-00044;FIRE;3;Estelí;303;Estelí;En la ciudad de Estelí;2000/9/10;Los datos de damnificados se dedujo de multiplicar por cinco la vivienda destruida.;SHORTCIRCUIT;Se recalentaron los cables eléctricos.;La Prensa 2000-09-11 P.6B;;;;1;;;;1;;5;;;;;;;;
2000;2000-00045;SPATE;14;Matagalpa;1405;Sébaco;Sébaco;2000/9/30;Una persona fallecida por ahogamiento.;OVERFLOW;Desbordamiento del Río Grande de Matagalpa.;La Prensa 2000-10-01 P.1A;;;;1;1;;;;;;;;;;;;;
2000;2000-00046;LANDSLIDE;11;Boaco;1102;Boaco;En la ciudad de Boaco.;2000/9/30;Los datos de damnificados se dedujo de multiplicar por cinco la vivienda destruida.;RAIN;Fuertes lluvias en Boaco.;La Prensa 2000-10-01 P.1A;;;;1;;;;1;;5;;;;;;;;
2000;2000-00047;SPATE;2;Madriz;201;Somoto;Comunidades: El Iguaje, El Cairo, Icalupe y Santa Emilia.;2000/9/30;Se desprendió un puente, dejando incomunicados a varia comunidades del municipio de Somoto.;OVERFLOW;Desbordamiento de ríos por torrecial aguaceros.;La Prensa 2000-10-01;;;;1;;;;;;;;;;;;;;
2000;2000-00048;FLOOD;4;Chinandega;411;Corinto;En el Puerto de Corinto;2000/9/30;18 familias evacuadas en el Puerto de Corinto. el dato de evacuados se obtuvo de multiplicar por 5 las familias evacuadas.;Huracán;Huracán Keith;La Prensa 2000-10-01 P.1A;;;;1;;;;;;;;;90;;;;;
2000;2000-00049;SPATE;5;León;505;Larreynaga;Malpaisillo;2000/10/2;Un jóven murío al intentar cruzar con su caballo una quebrada, las fuertes corrientes lo arrastraron. 20 casas inundadas. Los datos de afectados se dedujo de multiplicar por cinco las casas afectadas.;OVERFLOW;Desbordamiento de los ríos Santa Elena, el Madronño y una qu;La Prensa 2000-10-03 P.7B;;;;1;1;;;;20;;100;;;;;;;
2000;2000-00050;FLOOD;5;León;501;Achuapa;Acuapa;2000/10/2;12 mil personas aisladas por inundaciones en Achapa. Datos reflejados por la fuente.;Huracán;Huracán Keith,  desbordamiento de los ríos Tamarindo y El Co;La Prensa 2000-10-03 P.7B;;;;1;;;;;;;12000;;;;;;;
2000;2000-00051;FLOOD;5;León;504;El Jicaral;Municipio de El Jicaral;2000/10/2;581 familias aisladas por inundaciones en el Municipio de El Jicaral. El datos de afectados se dedujo de multiplicar por cinco las 581 familias afectadas.;Huracán;Huracán Keith.;La Prensa 2000-10-03 P.7B;;;;1;;;;;;;2905;;;;;;;
2000;2000-00052;FLOOD;5;León;509;La Paz Centro;Municipio de La Paz Centro.;2000/10/2;Dos casas destruidas y dos afectadas. Los datos de damnificados se dedujo de multiplicar por cinco las dos casas destruidas y los afectados por las dos viviendas afectadas, 53 familias evacuadas por inundaciones. Los datos de las personas evacuadas se dedujo de multiplicar por cinco el número de familias evacuadas.;Huracán;Huracán Keith;La Prensa 2000-10-03 P.7B,10-04 P.7B;;;;1;;;;2;;10;;;265;;;;;
2000;2000-00053;FLOOD;5;León;508;León;Municipio de León y comunidades aledañas.;2000/10/3;Dos personas fallecieron por ahogamiento al intentar cruzar ríos desbordados. En el casco urbano de la ciudad 168 personas afectadas, en las comunidades 1174 afectadas y 584 familias evacuadas. Los datos de personas evacuadas se dedujo de multiplicar por cinco las familias evacuadas.;Huracán;Huracán Keith.;La Prensa 2000-10-4 P.7B;;;;1;2;;;;1342;;;;2920;;;;;
2000;2000-00054;RAIN;5;León;510;Nagarote;El Tamarindo;2000/10/3;Los datos de damnificados se dedujo de multiplicar por cinco las dos viviendas destruidas.;Huracán;Huracán Keith.;La Prensa 2000-10-04 P.7B;;;;1;;;;2;;10;;;;;;;;
2000;2000-00055;RAIN;5;León;502;El Sauce;En la comunidad El Jocotal;2000/10/3;Los datos de damnificados se dedujo de multiplicar por cinco la vivienda destruida.;Huracán;Huracán Keith.;La Prensa 2000-10-04 P.7B;;;;1;;;;1;;5;;;;;;;;
2000;2000-00056;TORNADO;4;Chinandega;405;El Viejo;Comunidad El Campirano.;2000/10/8;Una érsona falleció por una descaga en el momento que pasaba el tornado por la comunidad El Campirano. Los datos de afectados se dedujo de multiplicar por cinco las 28 viviendas afectadas.;ATMOSPHCONDITION;;La Prensa 2000-10-09 P.10B;;;;1;1;;;;28;;140;;;;;;;
2000;2000-00057;FIRE;6;Managua;605;Managua;Américas Uno.;2000/10/24;Se quemo una casa con todos los enseres domésticos. Los datos de damnificados se dedujo de multiplicar por cinco la vivienda quemada.;SHORTCIRCUIT;;La Prensa 2000-10-25 P.5A;;;;1;;;;1;;5;;;;;;;;
2000;2000-00058;FIRE;8;Granada;803;Granada;Discoteca Charly´s Bar.;2000/11/23;Fuego acabó con el inmueble y todos los aparatos eléctricos que tenía la disco. Los datos de damnificados se dedujo de multiplicar por cinco la discoteca calcinada.;BEHAVIOR;Fuego inició en una cocina de gas propano.;La Prensa 2000-11-24 P.1A.P.12B;;;;1;;;;1;;5;;;;115740,74;1500000;;;
2000;2000-00059;EXPLOSION;6;Managua;605;Managua;Ciudad de Managua;2000/12/11;4 heridos por manipular pólvora. Datos proporcionados por la fuente.;BEHAVIOR;Costumbre de manipular pólvora sin medidas de seguridad.;La Prensa 2000-12-12 P.4B;;;;1;;4;;;;;;;;;;;;
2000;2000-00060;FIRE;6;Managua;605;Managua;Cerca del Colegio Loyola.;2000/12/19;Una casa y 30 tramos de venta de pólvora se quemaron. LOs datos de damnificados se dedujo de multiplicar por cinco los 30 tramos quemados y una vivienda.;BEHAVIOR;Pegaron fuego a la orilla de un tramo de pólvora, incendio s;La Prensa 2000-12-20 P.1A,7A;;;;1;;;;31;;155;;;;;;;;
2000;2000-00061;FIRE;6;Managua;605;Managua;Centro Turístico Xilóa.;2000/12/15;Se quemó la casa con todo los enseres domésticos. Los datos de damnificados se dedujo de multiplicar por cinco la vivienda destruida.;SHORTCIRCUIT;Malas conexiones eléctricas;La Prensa 2000-12-16 P.7A;;;;1;;;;1;;5;;;;70000;887600;;;
2001;2001-00001;ERUPTION;7;Masaya;701;Nindirí;Parque Nacional Volcán Masaya;2001/1/2;300 familias viven en las faldas del volcán, tienen problemas con los cultivos, el agua que almacenan se les mescla con loa gases, tienen problemas con la salud. Los datos de afectados se dedujo de multiplicar por cinco el número de familias afectadas.;OTHER;Gases tóxicos que emana el volcán.;La Prensa 2001-01-03 P.5B;;;;1;;;;;;;1500;;;;;;;
2001;2001-00002;STRONGWIND;9;Carazo;907;Santa Teresa;Municipio de Santa Teresa.;2001/1/7;Vientos fuertes votan árboles y arrastran téndido eléctrico, deteriorando las líneas de transmisión y causando problemas en el bombeo de agua potable en el municipio de Santa Tersa.;ATMOSPHCONDITION;;La Prensa 2001-01-08 P.9B;;;;1;;;;;;;;;;;;;;
2001;2001-00003;FORESTFIRE;7;Masaya;701;Nindirí;Parque Nacional Volcán Masaya.;2001/1/26;25 hectáreas de bosques quemados en el Parque Nacional Volcán Masaya.;BEHAVIOR;Cazadores de la fauna silvestre.;La Prensa 2001-01-27 P.4A;;;;1;;;;;;;;;;;;;;25
2001;2001-00004;FIRE;6;Managua;605;Managua;Barrio Santa Ana Sur;2001/1/11;Se quemó la casa y todo los enseres domésticos. Los datos de damnificados se dedujo de multiplicar por cinco el número de vivienda quemada.;BEHAVIOR;Quemaron basura a la orilla de la casa, viento propagó el fu;La Prensa 2001-01-12 P.4B;;;;1;;;;1;;5;;;;;;;;
2001;2001-00005;FIRE;12;Chontales;1202;Juigalpa;En la Ciudad de Juigalpa.;2001/1/13;Incendio en una vivienda en Juigalpa, la destrucción fue parcial. Los datos de afectados se dedujo de multiplicar por cinco la vivienda afectada.;SHORTCIRCUIT;Malas instalaciones eléctricas.;La Prensa 2001-01-14 P.8B;;;;1;;;;;1;;5;;;2291,68;30000;;;
2001;2001-00006;STRONGWIND;1;Nueva Segovia;106;Dipilto;Muicipio de Dipilto.;2001/1/25;Fuertes vientos arrancó techos de viviendas y provocó estragos en el servicio de energía eléctrica en el municipio de Dipilto. En la comunidad de las manos votó varios árboles.;ATMOSPHCONDITION;;La Prensa 2001-01-26 P.1C;;;;1;;;;;;;;;;;;;;
2001;2001-00007;FIRE;4;Chinandega;409;Chinandega;Barrio El Rosario;2001/2/23;Se quemaron dos casas y los enseres domésticos. Los datos de damnificados se dedujo de multiplicar por cinco el número de viviendas destruidas.;SHORTCIRCUIT;Malas conexiones eléctricas.;La Prensa 2001-02-24 P.7B;;;;1;;;;2;;10;;;;;;;;
2001;2001-00008;FIRE;6;Managua;605;Managua;Reparto Bolonia;2001/1/30;Se quemaron las oficinas de la Asociación Nicaraguense de Derecho Humanos y toda la documentación.;UNKNOWN;;La Prensa 2001-02-01 P.8B;;;;1;;;;1;;5;;;;;;;;
2001;2001-00009;EXPLOSION;6;Managua;604;Villa El Carmen;Comunidad La Calera, Villa El Carmen, Km 43.;2001/2/26;Con la explosón falleció una persona y dos heridos. Datos proporcionados por la fuente.;BEHAVIOR;Obrero fabricaba bombas explosivas en su casa, sin medidas d;La Prensa 2001-02-27 P.4B;;;;1;1;2;;;;;;;;;;;;
2001;2001-00010;STRONGWIND;13;Jinotega;1307;Jinotega;El Mercado Municipal, Barrio San Isidro, Barrio Sandino.;2001/2/11;Fuertes vientos derrumbaron 10 tramos del mercado Mercado Municipal, tres cortocircuitos en el Barrio San Isidro y otro en el Barrio Sandino, interrupción en el fluido eléctrico. Los datos de afectados se dedujo de multiplicar por cinco los diez tramos afectados.;ATMOSPHCONDITION;;La Prensa 2001-02-12 P.!A,P,5A;;;;1;;;;;10;;50;;;;;;;
2001;2001-00011;STRONGWIND;6;Managua;604;Villa El Carmen;Nandayosi;2001/2/11;Doce viviendas afectadas por vientos huracanados en Nandayosi, Villa el carmen. Los datos de afectados se dedujo de multiplicar por cinco las 12 viviendas afectadas.;ATMOSPHCONDITION;;La Prensa 2001-02-12 P.1A,P.5A;;;;1;;;;;12;;60;;;;;;;
